review,note,niveau,date,platform,niveau_classe,note_ref,review_cleaned,topic,sentiment_textblob,label_textblob,sentiment_vader,label_vader
"0/20 cash direct et sans discuter j’aurais pu mettre un 5/20 pour avoir modeler un peu le mode carrière et d’avoir fait le stade du sporting que j’attendais depuis longtemps mais finalement ça sera juste un 0.Tout simplement parce que la gameplay est incroyablement pipé et scripte. Ça n’affecte pas seulement le mode FUT mais le mode saison et carrière sont également scripté. Si vous hésiter a l’acheter par crainte de script, une comme hyper cancérigène eh bien vous avez raison l’achetez pas !!!!!! A moins que vous voulez avoir des crises de folie à la fin de chaque match tellement que c’est écœurant. Et jvc 16/20 !? Ça prouve bien que vous êtes corrompu jusqu’à la moelle",0,4.0,19/10/24,PS5,Novice,20,cash direct sans discuter pu mettre avoir modeler peu mode carrière avoir fait stade sporting attendais depuis longtemps finalement ça juste tout simplement parce gameplay incroyablement pipé scripte ça affecte seulement mode mode saison carrière également scripté si hésiter a acheter crainte script comme hyper cancérigène eh bien raison achetez a moins voulez avoir crisis folie fin chaque match tellement écœurant jvc ça prouve bien corrompu jusqu moelle,0,0.1,neutre,-0.7717,négatif
"Une vraie corvée que de ""jouer"" à ce jeu. Une pâle copie du 24. Bon ça c'est sans surprise mais quand-même.Un point positif, le mode rush qui est sympa 10mn mais très vite énervant et frustrant à cause des autres joueurs qui se la jouent perso.Sinon que du négatif. Les menus sont moins intuitifs, le mode ultimate team est pour moi plus brouillon et moins amusant. Dommage quand-même que l'on merde tout ce qu'on a construit dans le 24.Ils ont gardé les mêmes commentateurs..bon Da Fonseca ça va mais l'autre...sois je mute sois je mets en langue étrangère car il est plus que pénible.La jouabilité est juste un peu plus lourde et lente que le 24. Ils ont enlevé le réglage rapide en match (offensif, très offensif, défensif, très défensif..)Le mode en ligne clairement au bout de 15 matchs je n'en peux déjà plus. C'est simple je n'ai joué que contre le Real. Ils prennent tous le Real. Sérieux c'est pénible.C'est vraiment un énorme raté.On ne s'amuse pas, on s'énerve, c'est frustrant, mal foutu.Je suis retourné sur le 24 (c'est dire) pour continuer mon Ultimate team. Vraiment l'un des pires jeux de football sorti",3,1.0,14/10/24,PS5,Novice,20,vraie corvée jouer jeu pâle copie bon ça sans surprise quand point positif mode rush sympa mn très vite énervant frustrant cause autres joueurs jouent perso sinon négatif menu moins intuitifs mode ultimate team plus brouillon moins amusant dommage quand merde tout a construit gardé mêmes commentateurs bon da fonseca ça va autre mute mets langue étrangère car plus pénible jouabilité juste peu plus lourde lente enlevé réglage rapide match offensif très offensif défensif très défensif mode ligne clairement bout match peux déjà plus simple joué contre real prennent tous real sérieux pénible vraiment énorme raté amuse énerve frustrant mal foutu retourné dire continuer ultimate team vraiment pires jeux football sorti,0,0.08,neutre,0.0772,neutre
le jeu est totalement catastrophique le gameplay est tous bonnement ajouter par la fenêtre je sais pas ce qui leur prend à i et de pondre des jeux de foot comme ça ou la base d'un jeu de foot c'est les passes et là les passes sont catastrophiques c'est de l'approximatif tu fais une passe à gauche le ballon il va à droite comment c'est possible et puis ne pas la on part du mode ultimate team où tous les mecs ont dû mettre 16000 € pour paquet tous les joueurs du jeu en l'espace de 2 semaines de jeux pour voir le nombre de mbappe que j'ai vu je pense qu'il était donné à la précommande lui à fuir je note 0 sur 20,0,6.0,02/10/24,PS5,Novice,20,jeu totalement catastrophique gameplay tous bonnement ajouter fenêtre sais prend i pondre jeux foot comme ça base jeu foot pass là pass catastrophiques approximatif fais passe gauche ballon va droite comment possible puis part mode ultimate team où tous mecs dû mettre paquet tous joueurs jeu espace semaines jeux voir nombre mbappe vu pense donné précommande fuir note,0,-0.26666666666666666,négatif,0.0,neutre
"Chapeau ea vous avez réussi à faire pire gameplay que dans la 24 .Quelle est votre secret , partagez qu'on puisse nous aussi créer des jeux extrêmement nul et de réussir à les vendre ...Bravo ea 👏👏",0,3.0,02/10/24,PS5,Novice,20,chapeau ea réussi faire pire gameplay quelle secret partagez puisse aussi créer jeux extrêmement nul réussir vendre bravo ea,3,-0.4,négatif,0.0,neutre
"Il ne mérite même pas 1 point tellement c’est de la merdejeu horriblement nul aucun bon jeu de foot depuis déjà 4-5 ans, c’est terribleune catastrophe",0,20.0,02/10/24,PS5,Actif,20,mérite point tellement merdejeu horriblement nul aucun bon jeu foot depuis déjà an terribleune catastrophe,3,0.0,neutre,-0.6597,négatif
😱😱😱 c'est quoi cette gestion de tactique absolument merdique ???,5,4.0,01/10/24,PS5,Novice,20,quoi cette gestion tactique absolument merdique,3,0.0,neutre,0.0,neutre
"Jeu complètement nul, ils ont réussi à nous pondre une bouse alors que je m'éclatais sur le 24. Vraiment nul. Défense auto qui fait tout, passe en lobe qui fonctionne tout le temps et aucune offensive possible. Je regrette mon achat ne l'achetez pas c'est vraiment une daube.",2,2.0,30/09/24,PS5,Novice,20,jeu complètement nul réussi pondre bouse alors éclatais vraiment nul défense auto fait tout passe lobe fonctionne tout temp aucune offensive possible regrette achat achetez vraiment daube,0,0.0,neutre,-0.6124,négatif
y’en a marre de payer une mise â jour 70 euros les menus sont les mêmes y’a aucune nouveauté électronicien arts soit changer sa politique avant que je n’achète plus aucun fifa,1,6.0,30/09/24,PS5,Novice,20,a marre payer mise â jour euro menu mêmes a aucune nouveauté électronicien art changer politique avant achète plus aucun fifa,4,0.0,neutre,0.0,neutre
"Rien qui vaut son prix.Faites des dlc chaque année au pire ou changer de formule. C'est Trop répétitif. C'est Plus innovant. On est Lassé. Meme graphiquement vous avez atteint un plafond de verre. Cassez le. Vraiment on s'ennuie. Tous les ans c'est le cirque avec vos présentations des innovations. Au final, manette en main, c'est fade. Le problème c'est qu'il n'y a plus de concurrence, EA est dans la cuisine et on bouffe ce qu'il nous prepare.",7,9.0,29/09/24,PS5,Novice,20,rien vaut prix faites dlc chaque année pire changer formule trop répétitif plus innovant lassé meme graphiquement atteint plafond verre cassez vraiment ennuie tous an cirque présentations innovation final manette main fade problème a plus concurrence ea cuisine bouffe prepare,0,0.08333333333333333,neutre,0.3818,positif
"Nul nul es nul heureusement j’ai pus me faire rembourser le jeu es nul chaque année c’est de pire en pire mais cet année c’est pire que les précédente entre beug script et arbitre en carton c’est de l’abus total plaisir à jouer au football 0 plus jamais je rejouerais au vrais football comme au ancien temp des PES ou premier fifa avec une vrais simulation de foot , cet année c’est encore du pay to win des moulon de joueur avec 20000 contres le ballon qui part dans tout les sens les passe et frappes trop aléatoire le changement de joueur et non maîtriser malgré les paramètres changer les tactique qui pus la merde ont ne peux plus être en ultra défensif ou offensive c’est carrément des changements de composition en plein match pour mettre une tactique en place c’est du grand n’importe quoi je recommande pas ce jeu et encore moin les prochain à venir je pense que sa sera encore pire",0,1.0,14/10/24,PS5,Novice,20,nul nul nul heureusement pu faire rembourser jeu nul chaque année pire pire cet année pire précédente entre beug script arbitre carton abus total plaisir jouer football plus jamais rejouerais vrais football comme ancien temp pe premier fifa vrais simulation foot cet année encore pay to win moulon joueur contres ballon part tout sen passe frappe trop aléatoire changement joueur non maîtriser malgré paramètres changer tactique pu merde peux plus être ultra défensif offensive carrément changements composition plein match mettre tactique place grand importe quoi recommande jeu encore moin prochain venir pense encore pire,0,0.43333333333333335,positif,-0.0772,neutre
"Personnellement j'en marre des jeux de football ""arcade"" je veux de la simulation parce que avec le FC 25 il n'y a aucune sensation manette en main on dirait que ce n'est pas le même sport qu'on regarde à la télé bref jeu à éviter",4,2.0,29/09/24,PS5,Novice,20,personnellement marre jeux football arcade veux simulation parce fc a aucune sensation manette main dirait sport regarde télé bref jeu éviter,0,0.16666666666666666,positif,0.0,neutre
À chier. Ils me saoulent avec leurs micro transactions et à nous forcer à jouer avec leur façon en online. Je suis 1 anciens des jeux de foot avec 1 défense classique donc autant dire que j'étais déjà agacé de la défense tactique et encore + avec leurs défense actuelle de merde.On ne prend plus aucun plaisir à jouer.Vive PES 6 et sa ligue des master.,0,6.0,29/09/24,PS5,Novice,20,chier saoulent leurs micro transaction forcer jouer façon online anciens jeux foot défense classique donc autant dire déjà agacé défense tactique encore leurs défense actuelle merde prend plus aucun plaisir jouer vive pe ligue master,2,0.0,neutre,-0.4588,négatif
"Le jeu est devenu ennuyant, l' IA est mal foutu au point que cela soit frustrant a un point inimaginable, Impossible de marquer en mode carrière pro en s'amusant et driblant un peu, l'IA défend a 5 dans la surface et peu importe comment l'équipe joue dans la vraie vie. Jeu ennuyant et frustrant, aucune nouveauté sur le mode Ultimate Team. Le mode rush est surement le seul ajout positif du jeu et encore uniquement avec des amis car frustrant quand vos coequipiers ne défendent jamais. Pour résumer en un mot ce fc 25 : frustrant",7,,28/09/24,PS5,Novice,20,jeu devenu ennuyant ia mal foutu point cela frustrant a point inimaginable impossible marquer mode carrière pro amusant driblant peu ia défend a surface peu importe comment équipe joue vraie vie jeu ennuyant frustrant aucune nouveauté mode ultimate team mode rush surement seul ajout positif jeu encore uniquement amis car frustrant quand coequipiers défendent jamais résumer mot fc frustrant,4,-0.3333333333333333,négatif,0.0,neutre
"Avant de pouvoir jouer en manager saison..... Faut du temps. Mais je mets un 2 car enfin, quand on marque un goal, le speaker redit à nouveau le nom du joueur... Yesssss. Quel changement. Pour ma part, fc 24 et celui-ci... Pas top du tout. Tout était terminé après fifa 23.Dommage, au prix où est le jeu",2,1.0,29/09/24,PS5,Novice,20,avant pouvoir jouer manager saison faut temp mets car enfin quand marque goal speaker redit nouveau nom joueur yesssss quel changement part fc celui ci top tout tout terminé après fifa dommage prix où jeu,0,0.5,positif,-0.0516,neutre
"Je mets 1/20 car c'est un des pires jeu auquel j'ai joué, le dernier aussi nul devait être FIFA 2003... Obligé de descendre de niveau (soit pro) car les gardiens ont un niveau ressenti à 99... Aberrant... Aucun moyen de courir vite... Aucun appel de balle... Rien... Par contre l'adversaire lui se balade, impossible de défendre etc... Enfin bref c'est une horreur !",1,1.0,09/12/24,PS5,Novice,20,mets car pires jeu auquel joué dernier aussi nul devait être fifa obligé descendre niveau pro car gardiens niveau ressenti aberrant aucun moyen courir vite aucun appel balle rien contre adversaire balade impossible défendre etc enfin bref horreur,3,-0.6666666666666666,négatif,0.0,neutre
"Jeux très catastrophiques je joue à fifa depuis fifa 15 et ce fifa est de loins le plus catastrophiques et le plus aléatoire jamais vue , que des contres favorables à gogo ,  des joueurs qui ont 0 de Q.i un jeux qui pue la 💩 , des serveurs hyper catastrophiques j’ai la fibre optique on dirait je joue sous adsl , mes joueurs sont des camions alors que les joueurs de mes adversaires sont tous des usain bolt hyper agile , c’est le 1er fifa où j’ai envie d’arrêter après 1 mois de sortie alors que j’ai fait des 20-0 sur les deux dernier opus  du jeux non vraiment la c’est du foutage de geul , on a payer 100€ le jeux pour qu’au finale on a de la bouse de vache entre les mains , le gameplay est un vomis total vivement la sortie de gta VI au moins rock star eux savent faire des jeux et ne se foutent pas de la geul de leur communauté",0,,08/12/24,PS5,Novice,20,jeux très catastrophiques joue fifa depuis fifa fifa loin plus catastrophiques plus aléatoire jamais vue contres favorables gogo joueurs q i jeux pue serveurs hyper catastrophiques fibre optique dirait joue sou adsl joueurs camion alors joueurs adversaires tous usain bolt hyper agile er fifa où envie arrêter après mois sortie alors fait deux dernier opus jeux non vraiment foutage geul a payer jeux finale a bouse vache entre main gameplay vomis total vivement sortie gta vi moins rock star savent faire jeux foutent geul communauté,0,0.2222222222222222,positif,0.0,neutre
"Jeu imlonde, absolument cheaté, full script, n'achetez pas cette m*rde.EA se moque de nous depuis des années, chaque année c'est pire, qu'ils aillent se faire mettre.",1,6.0,01/12/24,PS5,Novice,20,jeu imlonde absolument cheaté full script achetez cette rde ea moque depuis années chaque année pire aillent faire mettre,0,0.35,positif,0.0,neutre
"Jeu identique à FC 24, aucunes nouveautés hormis la màj des équipes. Dernier fifa pour ma part, EA ne fait aucun effort et ne pense pas aux joueurs. Carrière insipide et redondante, ultimate team basé sur la VISA, gameplay ultra rapide et non-réaliste, mélange hommes-femmes dans les équipes, et j'en passe.",4,17.0,26/11/24,PS5,Actif,20,jeu identique fc aucunes nouveautés hormis màj équipes dernier fifa part ea fait aucun effort pense joueurs carrière insipide redondante ultimate team basé visa gameplay ultra rapide non réaliste mélange hommes femmes équipes passe,0,0.0,neutre,0.0,neutre
"Par quoi commencer.. des défenseurs incapables de tacler le moindre joueur, des passes demandées à certains endroits qui partent totalement aléatoirement, des goals avec 88/90 de gen qui t’arrêtent des frappes de fous et d’un coup ce prennent des buts du milieu de terrain, un script encore plus présent que dans les autres fifa, des penos imaginaires sifflés, des fautes de boucher de l’adversaire très peu sifflés, des hors jeu et passe de l’adversaire inimaginables, si le joueurs adverse dribble, vous pouvez avoir 6 joueurs devant lui il les passera quasiment systématiquement tous, un tacle de boucher dans la surface ne fait pas peno, par contre un physique te mets un rouge direct.. fin bref je peux pas tous décrire parce qu’il me faudrait des pages et des pages, mais ce p*tain de script que EA dit inexistant me fait hurler, tu peux gagner 4-0 à la mi-temps et prendre 7-4 facilement avec des joueurs en regains de vitesse qui te prennent un joueur 95 de rapidité.. ce script a juste pour but de faire croire constamment que votre équipe n’est pas assez forte et acheter des points fifa.. bref 0/20 est une très bonne note",0,1.0,26/11/24,PS5,Novice,20,quoi commencer défenseurs incapables tacler moindre joueur pass demandées certains endroits partent totalement aléatoirement goal gen arrêtent frappe fous coup prennent buts milieu terrain script encore plus présent autres fifa penos imaginaires sifflés fautes boucher adversaire très peu sifflés hors jeu passe adversaire inimaginables si joueurs adverse dribble pouvez avoir joueurs devant passera quasiment systématiquement tous tacle boucher surface fait peno contre physique mets rouge direct fin bref peux tous décrire parce faudrait page page p tain script ea dit inexistant fait hurler peux gagner mi temp prendre facilement joueurs regains vitesse prennent joueur rapidité script a juste but faire croire constamment équipe assez forte acheter point fifa bref très bonne note,0,0.1,neutre,-0.1901,négatif
"FC 25 fait pire que FC 24...en fait c'est le meme jeu,mais avec le mode contre activé en face,+ les passes aleatoires,+ les defenceurs bronze qui rattrape les 82++...bon apres y'a le speed boost qui detruit le jeu,sans parler de la lourdeur des joueurs...Ensuite les tactiques de match,comment dire..c'est nul,et ça ce vois en match..2 mois que le jeu est sortie,et le Mode Fut est deja deserté par le ++ grand nombre...",5,16.0,17/11/24,PS5,Actif,20,fc fait pire fc fait meme jeu mode contre activé face pass aleatoires defenceurs bronze rattrape bon apres a speed boost detruit jeu sans parler lourdeur joueurs ensuite tactiques match comment dire nul ça vois match mois jeu sortie mode deja deserté grand nombre,0,0.5,positif,0.4019,positif
"jeu affreux, pire fifa qui est sorti . honte à ceux qui peuvent sortir un jeu aussi irréaliste avec autant de beug et de défaut dans ce jeux. ce jeu ne mérite pas son prix du tout",1,,16/11/24,PS5,Novice,20,jeu affreux pire fifa sorti honte ceux peuvent sortir jeu aussi irréaliste autant beug défaut jeux jeu mérite prix tout,3,0.0,neutre,-0.128,négatif
"Éclater au sol, terre battue le solJ’ai jouer au jeu plus de 30h, je trouvais des excuses du genre faut que j ai une meilleur prise en main et autre, je vous affirme que ce jeu est nul, absolument éclater au sol, faites des économie n’achetez pas ce jeu.Je suis en div 1 en saison, div 4 a FUT.Je peu pas vous dire que ce jeu est bien en tant que fan de FIFA, il est nul a chier. Carrément j’ai créer le compte exprès pour mettre un avis dites vous. Il est éclater, en 6 ans de jeu de foot, c’est le jeu le plus nul auquel il m’est arrivé de jouer depuis que je joue à la console",0,,15/11/24,PS5,Novice,20,éclater sol terre battue solj jouer jeu plus h trouvais excuse genre faut meilleur prise main autre affirme jeu nul absolument éclater sol faites économie achetez jeu div saison div a peu dire jeu bien tant fan fifa nul a chier carrément créer compte exprès mettre avis dites éclater an jeu foot jeu plus nul auquel arrivé jouer depuis joue console,0,0.05833333333333333,neutre,-0.1027,négatif
"Bonjour,Après avoir testé ce jeu depuis sa sortie je dois dire que c'est... la pire daube auquel j'ai pu joué de ma vie !Il n'y a rien de réaliste dans ce jeu ! Le gameplay est atroce ! Le FC IQ ne change strictement rien ! C'est la même chose qu'avant sauf qu'ils ont changé la façon de gérer les tactiques etc... mais le rendu en jeu est le même ! Des dingueries et des bugs à tout va dans le mode fut champion. Des matchs scriptés à tout va ! Des actions lunaires qui décident des résultats des matchs. Des joueurs qui sont débiles dans leurs déplacements. On rajoute à ça une multiplication des packs en récompenses pour avoir encore moins de bons joueurs qu'avant ! Les taux de probabilité qui s'affichent sont ridiculesOn a beau y passer du temps à récupérer des packs et atteindre des objectifs pour avoir encore et toujours les mêmes joueurs inutilisables et ne valant rien ! Vous avez beau ouvrir des packs encore et encore mais vous n'avez rien ! En revanche des youtubeurs partenaires EA obtiennent des Mbappé et R9 chaque année et bien avant vous. C'est pas une loterie mais bien un jeu truqué !J'ai pas joué à EA FC 24 pensant que j'avais juste besoin d'une pause après toutes ces années mais en fait il fallait que je m'arrête pour de bon ! Ce jeu est une sombre escroquerie ! Cette simulation n'est pas du foot mais un simple casino où le but est de pousser les joueurs à se ruiner ! Bref, tenez vous loin de ce jeu et n'achetez pas ça pour ce qui hésite encore !",0,1.0,13/11/24,PS5,Novice,20,bonjour après avoir testé jeu depuis sortie doi dire pire daube auquel pu joué vie a rien réaliste jeu gameplay atroce fc iq change strictement rien chose avant sauf changé façon gérer tactiques etc rendu jeu dingueries bug tout va mode champion match scriptés tout va action lunaires décident résultats match joueurs débiles leurs déplacements rajoute ça multiplication pack récompenses avoir encore moins bons joueurs avant taux probabilité affichent ridiculeson a beau passer temp récupérer pack atteindre objectifs avoir encore toujours mêmes joueurs inutilisables valant rien beau ouvrir pack encore encore rien revanche youtubeurs partenaires ea obtiennent mbappé r chaque année bien avant loterie bien jeu truqué joué ea fc pensant juste besoin pause après toutes années fait fallait arrête bon jeu sombre escroquerie cette simulation foot simple casino où but pousser joueurs ruiner bref tenez loin jeu achetez ça hésite encore,0,0.05,neutre,-0.6808,négatif
"Arreter d'acheter le jeu et les cartes UT  moins d'argent pour EA = ils se bougeront le lucScripté a fond, meme bugs depuis fifa 15 + ajouts de nouveaux bugs chaques années",0,17.0,01/11/24,PS5,Actif,20,arreter acheter jeu carte ut moins argent ea bougeront lucscripté a fond meme bug depuis fifa ajouts nouveaux bug chaques années,2,0.0,neutre,0.4404,positif
"0/20 produit cassé :https://www.jeuxvideo.com/forums/42-3022063-74895354-1-0-1-0-input-lag.htminput lag offline ou online, sur tous les supports depuis FIFA 22FIFA une gigantesque arnaque marketing avec un moteur de jeu casséDepuis FIFA 22 c'est une catastrophe. (que ce soit sur PS5, PC ou Series X)input lag solo ou offline désastreux, jeu immonde.https://www.jeuxvideo.com/forums/42-3021124-70548196-1-0-1-0-article-interessant-sur-le-moteur-frostbite.htmhttps://www.jeuxvideo.com/forums/42-3021827-73059864-1-0-1-0-les-bugs-graphiques-en-images-les-joueurs-sont-des-lampes.htmet en vidéo :https://youtu.be/OjYIczSzqEA?feature=shared&t=291Je vous invite à lire tous les commentaires et les liens sous la description de la vidéo. Le moteur de jeu d'EA est un désastre. S'il y avait une haute autorité de contrôle de la qualité des jeux vidéo, jamais les FIFA ne verraient le jour en l'état actuel des choses. C'est bien de faire du marketing et de vendre un produit cassé..... en fait ça s'appelle juste du vol....NHL 22 la même chose :https://answers.ea.com/t5/Other-NHL-Games/Nhl-22-input-lag-and-delay/m-p/11591408#M3340https://answers.ea.com/t5/NHL-23/Input-Lag-Unresponsiveness/td-p/11949320https://answers.ea.com/t5/Other-NHL-Games/Nhl-22-input-lag-and-delay/m-p/11785609#M3469sur FIFA 23, effacer les saves rendaient la partie offline suivante fluide et sans input lag :cf commentaire de la vidéo :    If I delete my saves and disconnect from the Internet, the first offline game I play is super smooth! but after it seems to start to be delayed. no joke : If I delete my saves, the game is super smooth for 1 offline game. Someone from the NHL forum gave me the idea to delete the saves and to test, here he is talking about the fact that the game become smooth when he delete hi saves : https://answers.ea.com/t5/Technical-Issues/Nhl-22-input-lag-and-delay/m-p/11591408#M3340Comme c'est bizarre les jeux EA qui souffrent des mêmes bugs énormes.et ça continue sur EA FC 25 (sauf que cette fois je n'achète plus leur daube). Pour ceux qui espèrent du mieux, c'est visiblement raté. Tout le pognon dans le marketing et pour FUT mais l'input lag et le gameplay cassé c'est le dernier de leur soucis.S'il y avait une autorité de contrôle mais ils devraient des millions d'euros à tous les consommateurs floués depuis des années sur PC, PS5 et Xbox Series entre NHL et FIFA (tous leur jeux Frostbite en fait).plus leur forum où ils marquent comme résolu des problèmes qui ne le sont jamais. Et pour pas montrer que ça râle les modos EA qui créent un nouveau topic... et les streameurs youtube on en parle ?comme par hasard l'input lag et les bugs majeurs jamais évoqués comme par hasard.",0,5.0,28/10/24,PS5,Novice,20,produit cassé http www jeuxvideo com forum input lag htminput lag offline online tous support depuis fifa fifa gigantesque arnaque marketing moteur jeu cassédepuis fifa catastrophe p pc series x input lag solo offline désastreux jeu immonde http www jeuxvideo com forum article interessant moteur frostbite htmhttps www jeuxvideo com forum bug graphiques image joueurs lampes htmet vidéo http youtu be ojyiczszqea feature shared invite lira tous commentaires lien sou description vidéo moteur jeu ea désastre haute autorité contrôle qualité jeux vidéo jamais fifa verraient jour état actuel choses bien faire marketing vendre produit cassé fait ça appelle juste vol nhl chose http answer ea com other nhl game nhl input lag and delay p http answer ea com nhl input lag unresponsiveness td p http answer ea com other nhl game nhl input lag and delay p fifa effacer save rendaient partie offline suivante fluide sans input lag cf commentaire vidéo if i delete my save and disconnect from the internet the first offline game i play is super smooth but after it seems to start to be delayed no joke if i delete my save the game is super smooth for offline game someone from the nhl forum gave the idea to delete the save and to test here he is talking about the fact that the game become smooth when he delete hi save http answer ea com technical issue nhl input lag and delay p comme bizarre jeux ea souffrent mêmes bug énormes ça continue ea fc sauf cette fois achète plus daube ceux espèrent mieux visiblement raté tout pognon marketing input lag gameplay cassé dernier soucis autorité contrôle devraient million euro tous consommateurs floués depuis années pc p xbox series entre nhl fifa tous jeux frostbite fait plus forum où marquent comme résolu problèmes jamais montrer ça râle modos ea créent nouveau topic streameurs youtube parle comme hasard input lag bug majeurs jamais évoqués comme hasard,1,-0.008333333333333352,neutre,-0.3612,négatif
"Les points négatifs :Grosse déception au niveau du gameplay, le nouveau système de tactique aurait pu être une bonne idée si les joueurs ne se comportaient pas comme des débiles en fonction du rôle qu'on leur attribue. L'IA sur le placement/déplacement des joueurs est catastrophique. Fini de jouer à ""l'instinct"", maintenant il faut utiliser le plus de glitchs possible (speed boost, L1+triangle à l'engagement pour ne citer qu'eux, et d'autres suivront) pour espérer marquer un but face à des défenses à 5 à qui on ne peut pas vraiment en vouloir tellement l'IA, offensivement, est à la ramasse.D'année en année la boutique s'agrandit dès le début du jeu pour le plus grand bonheur du portefeuille d'EA. Plus de packs mais moins de drop, la recette parfaite pour faire un max de thunes.45 points pour avoir le max des récompenses en rivals c'est beaucoup trop, surtout pour le pire mode de jeu de UT.Les points positifs :Le mode rush est fun quand les joueurs jouent sérieusement (afk, ragequit qui ruinent le plaisir)Le nouveau format fut champion",5,1.0,13/10/24,PS5,Novice,20,point négatifs grosse déception niveau gameplay nouveau système tactique pu être bonne idée si joueurs comportaient comme débiles fonction rôle attribue ia placement déplacement joueurs catastrophique fini jouer instinct maintenant faut utiliser plus glitch possible speed boost triangle engagement citer autres suivront espérer marquer but face défenses peut vraiment vouloir tellement ia offensivement ramasse année année boutique agrandit dès début jeu plus grand bonheur portefeuille ea plus pack moins drop recette parfaite faire max thunes point avoir max récompenses rival beaucoup trop surtout pire mode jeu ut point positifs mode rush fun quand joueurs jouent sérieusement afk ragequit ruinent plaisir nouveau format champion,0,0.26666666666666666,positif,0.9377,positif
"Le même jeu d’années en années mais sans corrections de bugs et même avec de nouveaux bugs. Un scandale pour le prix de vente de ce « jeu ».Des semaines après la sorties, quasiment aucun bug n’a été corrigé, le jeu crash dans les sections objectifs, la boutique et a pleins d’autres moments.",0,,13/10/24,PS5,Novice,20,jeu années années sans correction bug nouveaux bug scandale prix vente jeu semaines après sortie quasiment aucun bug a corrigé jeu crash section objectifs boutique a pleins autres moment,4,0.0,neutre,-0.4019,négatif
"Je met 5 pour le mode carrière qui est super, le reste pffff ut une catastrophe j étais div 3 avant quand le pay to win etait moins développé et le script moins favorisant pour les payeurs. La je suis en div 7, je galère à monter en div 6 à chaque fois c est la même je gagne haut la main mes match et arrivé le match de la montée et je prend défaites sur des buts improbable. Bref ea n as pas changer et ne changera jamais vive le script et les payeurs.",5,1.0,10/10/24,PS5,Novice,20,met mode carrière super reste pffff ut catastrophe div avant quand pay to win etait moins développé script moins favorisant payeurs div galère monter div chaque fois gagne haut main match arrivé match montée prend défaites buts improbable bref ea changer changera jamais vive script payeurs,0,0.43333333333333335,positif,0.4404,positif
"Dommage qu’on ne puisse pas mettre 0.J’ai abandonné le mode pay to win depuis déjà quelques opus (le mode fut pardon*).On achète le jeu avec un pote essentiellement pour jouer l’un contre l’autre en coup d’envoi.Le jeu est sorti il y’a déjà quelques jours, et impossible de changer les dispositifs d’équipe en coup d’envoi lorsque l’on joue à 2.Il n’est pas possible non plus de lié nos comptes afin de sauvegarder nos statistiques.Je ne sais pas si je suis un cas isolé ou si c’est la même pour tout le monde. En tout cas c’est inadmissible, comment peut on se louper à ce point, et perdre des fonctionnalités aussi basiques… voilà le problème lorsqu’une licence a le monopole..",1,1.0,10/10/24,PS5,Novice,20,dommage puisse mettre abandonné mode pay to win depuis déjà quelques opus mode pardon achète jeu pote essentiellement jouer contre autre coup envoi jeu sorti a déjà quelques jours impossible changer dispositifs équipe coup envoi lorsque joue possible non plus lié comptes afin sauvegarder statistiques sais si ca isolé si tout monde tout ca inadmissible comment peut louper point perdre fonctionnalités aussi basiques voilà problème lorsqu licence a monopole,0,0.044444444444444474,neutre,0.5719,positif
"Ils veulent nous faire un jeux réaliste , il ya même pas les mains, même pas la pluie en Ultimate Team.Ils te sortent un jeux on sait même pas si il l'ont essayé, il est carrément nul , ils savent pas faire de contrôle, ni de passe , les gardiens sont complètement nul , les arbitres il siffle quand ils veulent ou pour rien et le jeux il est carrément trop scripté tu peu même pas joué a ton niveau .Enfaîte le jeux est à refaire carrément, il mette 10 ans à sortir des mise à jours . Vivement que 2k nous sortent leur jeux de foot que ea comprenne c'est quoi un vrai jeux de foot .Elle est loin l'époque de fifa 17 ...",1,1.0,09/10/24,PS5,Novice,20,veulent faire jeux réaliste ya main pluie ultimate team sortent jeux sait si essayé carrément nul savent faire contrôle ni passe gardiens complètement nul arbitres siffle quand veulent rien jeux carrément trop scripté peu joué a niveau enfaîte jeux refaire carrément mette an sortir mise jours vivement k sortent jeux foot ea comprenne quoi vrai jeux foot loin époque fifa,0,0.08333333333333333,neutre,0.0,neutre
"Obligé de mettre 0...même chose que FC 24, ni plus ni moins. Simple mise à jour des transferts... gameplay toujours naze, on s'ennuie très rapidement (je viens de le recevoir j'ai fait 3 matchs j'ai déjà envie de le revendre). Ils se rattrapent sur le côté ""joli graphiquement"" et encore si on met de côté les joueurs qui se tordent sur les frappes. FIFA 21,22 n'étaient pas bons.. FC 24 et 25 sont mauvais. Les derniers grands FIFA sont le 2013 et le 2014 pour moi.",0,1.0,07/10/24,PS5,Novice,20,obligé mettre chose fc ni plus ni moins simple mise jour transferts gameplay toujours naze ennuie très rapidement viens recevoir fait match déjà envie revendre rattrapent côté joli graphiquement encore si met côté joueurs tordent frappe fifa bons fc mauvais derniers grand fifa,0,0.25,positif,0.4588,positif
